Authors,Titles,Profiles,Publications,Year of Publication
"Clark, C. C. T.",Authors' Reply to 'Comment on: Bempedoic Acid and Ezetimibe for the Treatment of Hypercholesterolemia: A Systematic Review and Meta-Analysis of Randomized Phase II/III Trials',https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/authors-reply-to-comment-on-bempedoic-acid-and-ezetimibe-for-the-,May 2021
"Xu, Y.,Zheng, D.",Automatic recognition of uterine contractions with electrohysterogram signals based on the zero-crossing rate,"https://pureportal.coventry.ac.uk/en/persons/yuhang-xu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/automatic-recognition-of-uterine-contractions-with-electrohystero,21 Jan 2021
"Clark, C.",Bariatric surgery reduces branched-chain amino acids’ levels: A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/bariatric-surgery-reduces-branched-chain-amino-acids-levels-a-sys,Mar 2021
"Lycett, D.",Behavioural strategies to self‐manage low‐potassium diets in chronic kidney disease,https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,https://pureportal.coventry.ac.uk/en/publications/behavioural-strategies-to-selfmanage-lowpotassium-diets-in-chroni,Sep 2021
,Behaviour Change Communication: Family and Community Approaches,,https://pureportal.coventry.ac.uk/en/publications/behaviour-change-communication-family-and-community-approaches,25 May 2021
"Clark, C. C. T.",Bempedoic Acid and Ezetimibe for the Treatment of Hypercholesterolemia: A Systematic Review and Meta-Analysis of Randomized Phase II/III trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/bempedoic-acid-and-ezetimibe-for-the-treatment-of-hypercholestero,Jan 2021
"Szczepura, A.",Beyond the Glass Ceiling—Do Women in Senior Positions Face a Precarious Glass Cliff?,https://pureportal.coventry.ac.uk/en/persons/ala-szczepura,https://pureportal.coventry.ac.uk/en/publications/beyond-the-glass-ceilingdo-women-in-senior-positions-face-a-preca,Jun 2021
"Clark, C. C. T.",Body adaptation to Dance: A Gerontological Perspective,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/body-adaptation-to-dance-a-gerontological-perspective,23 May 2021
"Clark, C. C. T.",Brain function during central fatigue induced by intermittent high-intensity cycling,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/brain-function-during-central-fatigue-induced-by-intermittent-hig,Sep 2021
"Kurmi, O. P.",Breastfeeding and risk of childhood asthma: a systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/persons/om-kurmi,https://pureportal.coventry.ac.uk/en/publications/breastfeeding-and-risk-of-childhood-asthma-a-systematic-review-an,Dec 2021
"Clark, C. C. T.,Denton, F.,McGregor, G.,Harwood, A. E.,Broom, D. R.,Kyrou, I.",Changes in physical activity and sedentary behaviour due to enforced covid-19-related lockdown and movement restrictions: A protocol for a systematic review and meta-analysis,"https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/persons/francesca-denton,https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor,https://pureportal.coventry.ac.uk/en/persons/amy-read,https://pureportal.coventry.ac.uk/en/persons/david-broom,https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou",https://pureportal.coventry.ac.uk/en/publications/changes-in-physical-activity-and-sedentary-behaviour-due-to-enfor,14 May 2021
,"Children’s perspectives and experiences of health, diet, physical activity and weight in an urban, multi-ethnic UK population: a qualitative study",,https://pureportal.coventry.ac.uk/en/publications/childrens-perspectives-and-experiences-of-health-diet-physical-ac,Sep 2021
"Liu, H.,Zheng, D.",Clinical Evaluation of Respiratory Rate Measurements on COPD (Male) Patients Using Wearable Inkjet-Printed Sensor,"https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-respiratory-rate-measurements-on-copd-male,11 Jan 2021
"Liu, H.,Zheng, D.",Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different measurements locations,"https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st,May 2021
"Shah, S. A.",Clone detection in 5G-enabled social IoT system using graph semantics and deep learning model,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/clone-detection-in-5g-enabled-social-iot-system-using-graph-seman,Nov 2021
"Liu, H.,Zheng, D.",Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis,"https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/comparison-of-newtonian-and-non-newtonian-fluid-models-in-blood-f,6 Sep 2021
"Clark, C. C. T.",Comparison of the Effect of Soy protein and Whey protein on Body Composition: A Meta-Analysis of Randomized Clinical Trials,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/comparison-of-the-effect-of-soy-protein-and-whey-protein-on-body-,11 May 2021
"Wang, J.",Competition-Congestion-Aware Stable Worker-Task Matching in Mobile Crowd Sensing,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,https://pureportal.coventry.ac.uk/en/publications/competition-congestion-aware-stable-worker-task-matching-in-mobil,Sep 2021
"Wang, J.",Completing missing prevalence rates for multiple chronic diseases by jointly leveraging both intra- and inter-disease population health data correlations,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,https://pureportal.coventry.ac.uk/en/publications/completing-missing-prevalence-rates-for-multiple-chronic-diseases,19 Apr 2021
"Liu, H.,Zheng, D.",Consistency in Geometry Among Coronary Atherosclerotic Plaques Extracted From Computed Tomography Angiography,"https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/consistency-in-geometry-among-coronary-atherosclerotic-plaques-ex,12 Oct 2021
"Shaha, S. A.",Contactless Small-Scale Movement Monitoring System Using Software Defined Radio for Early Diagnosis of COVID-19,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/contactless-small-scale-movement-monitoring-system-using-software,1 Aug 2021
"Clark, C. C. T.","Correction to: How Does Fat Mass Change in the First Year After Bariatric Surgery? A Systemic Review and Meta-Analysis (Obesity Surgery, (2021), 31, 8, (3799-3821), 10.1007/s11695-021-05512-9)",https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/correction-to-how-does-fat-mass-change-in-the-first-year-after-ba,22 Dec 2021
"Liu, H.,Zheng, D.","Corrigendum: Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis (Front. Physiol., (2021), 12, (718540), 10.3389/fphys.2021.718540)","https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/corrigendum-comparison-of-newtonian-and-non-newtonian-fluid-model,19 Oct 2021
"Henry, N.,Tomlins, R.",Coventry UK City of Culture 2021 Performance Measurement and Evaluation Progress Report Four October 2020 – December 2020,"https://pureportal.coventry.ac.uk/en/persons/nick-henry,https://pureportal.coventry.ac.uk/en/persons/richard-tomlins",https://pureportal.coventry.ac.uk/en/publications/coventry-uk-city-of-culture-2021-performance-measurement-and-eval-4,1 Mar 2021
"Lycett, D.","COVID-19 stressors, wellbeing and health behaviours: a cross-sectional study",https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,https://pureportal.coventry.ac.uk/en/publications/covid-19-stressors-wellbeing-and-health-behaviours-a-cross-sectio,30 Jun 2021
"Wang, J.",Crowd-Machine Hybrid Urban Sensing and Computing,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,https://pureportal.coventry.ac.uk/en/publications/crowd-machine-hybrid-urban-sensing-and-computing,9 Apr 2021
"Clark, C. C. T.",Dairy products consumption and the risk of hypertension in adults: An updated systematic review and dose-response meta-analysis of prospective cohort studies,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/dairy-products-consumption-and-the-risk-of-hypertension-in-adults,30 Jun 2021
"Shah, S. A.",Data Aggregation and Privacy Preserving Using Computational Intelligence,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/data-aggregation-and-privacy-preserving-using-computational-intel,Jun 2021
"Allen, J.,Liu, H.,Zheng, D.",Deep learning based photoplethysmography classification for peripheral arterial disease detection: a proof-of-concept study,"https://pureportal.coventry.ac.uk/en/persons/john-allen,https://pureportal.coventry.ac.uk/en/persons/haipeng-liu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-photoplethysmography-classification-for-perip,17 Jun 2021
"Shah, S. A.",Design of 15W X-Band GaN Based Transmit / Receive Module for Airborne Active Phased Array Radar Applications,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/design-of-15w-x-band-gan-based-transmit-receive-module-for-airbor,27 Jul 2021
"Shah, S. A.",Design of High-Performance X-Band Monopulse Comparator for Active Phased Array Radar Applications,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/design-of-high-performance-x-band-monopulse-comparator-for-active,4 Jul 2021
"Shah, S. A.",Design of Portable Exoskeleton Forearm for Rehabilitation of Monoparesis Patients Using Tendon Flexion Sensing Mechanism for Health Care Applications,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah,https://pureportal.coventry.ac.uk/en/publications/design-of-portable-exoskeleton-forearm-for-rehabilitation-of-mono,27 May 2021
"Clark, C.",Desplazamientos escolares activos reducen intentos de suicidio de jóvenes de países con ingresos bajos y medios,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/active-school-travel-is-associated-with-fewer-suicide-attempts-am,1 Jan 2021
,Development and external validation of a breast cancer absolute risk prediction model in Chinese population,,https://pureportal.coventry.ac.uk/en/publications/development-and-external-validation-of-a-breast-cancer-absolute-r,29 May 2021
"Xu, Y.,Zheng, D.",Development and validation of a deep learning-based automatic auscultatory blood pressure measurement method,"https://pureportal.coventry.ac.uk/en/persons/yuhang-xu,https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2",https://pureportal.coventry.ac.uk/en/publications/development-and-validation-of-a-deep-learning-based-automatic-aus,Jul 2021
"Clark, C. C. T.",Dietary intake of polyphenols and total antioxidant capacity and risk of prostate cancer: A case-control study in Iranian men,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/dietary-intake-of-polyphenols-and-total-antioxidant-capacity-and-,Mar 2021
"Clark, C. C. T.",Dietary patterns and risk of non-alcoholic fatty liver disease,https://pureportal.coventry.ac.uk/en/persons/cain-clark,https://pureportal.coventry.ac.uk/en/publications/dietary-patterns-and-risk-of-non-alcoholic-fatty-liver-disease,28 Jan 2021
"Lycett, D.",Dietary Potassium in Chronic Kidney Disease: High Quality Evidence Is Still Needed,https://pureportal.coventry.ac.uk/en/persons/deborah-lycett,https://pureportal.coventry.ac.uk/en/publications/dietary-potassium-in-chronic-kidney-disease-high-quality-evidence,Nov 2021
"Saeed, U.,Shah, S. A.",Discrete Human Activity Recognition and Fall Detection by Combining FMCW RADAR Data of Heterogeneous Environments For Independent Assistive Living,"https://pureportal.coventry.ac.uk/en/persons/umer-saeed,https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah",https://pureportal.coventry.ac.uk/en/publications/discrete-human-activity-recognition-and-fall-detection-by-combini,12 Sep 2021
"Wang, J.",Distilling knowledge from publicly available online EMR data to emerging epidemic for prognosis,https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang,https://pureportal.coventry.ac.uk/en/publications/distilling-knowledge-from-publicly-available-online-emr-data-to-e,19 Apr 2021
,Do automated digital health behaviour change interventions have a positive effect on self-efficacy? A systematic review and meta-analysis,,https://pureportal.coventry.ac.uk/en/publications/do-automated-digital-health-behaviour-change-interventions-have-a,2021
